Abroad	1.027190332326284
Alabama	0.8305084745762712
Alaska	0.9727891156462585
Arizona	1.0593220338983051
Arkansas	1.05
California	0.9193729003359462
Colorado	0.9274193548387096
Connecticut	0.6714285714285714
Delaware	1.0277777777777777
District-of-Columbia	0.9333333333333333
Florida	0.9383561643835616
Georgia	1.008849557522124
Idaho	1.0666666666666667
Illinois	0.9148936170212766
Indiana	0.9311594202898551
Iowa	0.8712871287128713
Kansas	0.8860759493670886
Kentucky	1.4158415841584158
Louisiana	0.8640776699029126
Maine	0.7956989247311828
Maryland	0.8888888888888888
Massachusetts	0.9113924050632911
Michigan	0.8375
Minnesota	1.0069686411149825
Mississippi	1.0816326530612246
Missouri	0.9662921348314607
Montana	1.0925925925925926
Nebraska	1.0227272727272727
Nevada	0.7938144329896907
NewHampshire	1.2
NewJersey	1.027027027027027
NewMexico	0.9053497942386831
NewYork	0.9117647058823529
NorthCarolina	0.8454545454545455
NorthDakota	0.8830188679245283
Ohio	0.9905660377358491
Oklahoma	0.9501557632398754
Oregon	1.0701754385964912
Pennsylvania	0.9509803921568627
SouthCarolina	1.2619047619047619
SouthDakota	0.8157894736842105
Tennessee	1.1956521739130435
Texas	0.9904761904761905
Utah	0.943327239488117
Vermont	1.0319148936170213
Virginia	1.0
WestVirginia	1.0625
Wisconsin	0.6666666666666666
Wyoming	1.1327433628318584
